guid	entities	sector	sentiment	news_category	extraction_status
108211283					failed
108210608					failed
108210959					failed
108211384					failed
108210587					failed
108211379					failed
108211224					failed
108211418	Donald Trump|Hamas	Policy	neutral	macro	ok
108211320					failed
108209486					failed
108210235					failed
108211195					failed
108211068					failed
108210926	Oaktree|Howard Marks	Finance	neutral	macro	ok
108211290					failed
108211252	Wharton|Jeremy Siegel|CNBC	Policy	negative	macro	ok
108211126					failed
108211246					failed
108211292					failed
108211375	Broadcom|OpenAI	Technology	positive	markets	ok
108207099					failed
108211321					failed
108211154					failed
108210984					failed
108210722					failed
108210949					failed
108210951	Typhoon Halong	Other	neutral	macro	ok
108211041					failed
108210426					failed
108209800		Finance	neutral	markets	ok
108210381					failed
108210441					failed
108210981	Broadcom|OpenAI|Nvidia|AMD	Technology	positive	products	ok
108211026					failed
108210970					failed
108210896					failed
108211086					failed
108211021					failed
108211060					failed
108211079					failed
108211012					failed
108210995					failed
108210941					failed
108210897					failed
108211003					failed
108210953	Pam Bondi|DHS|Amy Poehler|Kristi Noem|Donald Trump	Policy	neutral	other	ok
108210948					failed
108210929					failed
108210924					failed
108210923					failed
108210916					failed
108209603					failed
108210857	Navan	Finance	neutral	markets	ok
108210676					failed
108210824	Nvidia|President Trump	Technology	negative	markets	ok
108210847					failed
108210815					failed
108210599					failed
108210803	Qatar Air Force|USAF|Defense Secretary Hegseth|Sheikh Saoud bin Abdulrahman Al Thani	Other	neutral	other	ok
