guid	entities	sector	sentiment	news_category	extraction_status
108182354	Trump|India|Russia	Policy	negative	regulation	ok
108182481	Apple|Trump|White House	Technology	positive	markets	ok
108182387	OpenAI	Technology	positive	products	ok
108182028	Apple	Technology	positive	markets	ok
108182503	Apple|Trump	Technology	positive	markets	ok
108182379	Match Group	Consumer	positive	earnings	ok
108182524	AMD	Technology	negative	earnings	ok
108182364	Mars|biotech firm	Consumer	positive	products	ok
108182355	Super Micro	Technology	negative	earnings	ok
108181216		Other	negative	macro	ok
108181824		Policy	neutral	other	ok
108181052		Policy	negative	regulation	ok
108182365	Eli Lilly	Healthcare	positive	earnings	ok
108182330	Apple|White House|Tim Cook|Trump	Technology	positive	markets	ok
108182282	AMD	Technology	negative	earnings	ok
108182371		Finance	positive	markets	ok
108182473	Fort Stewart military base	Other	negative	other	ok
108181723		Finance	neutral	markets	ok
108182331	Claire's	Consumer	negative	regulation	ok
108182121	Trump administration	Policy	negative	other	ok
108182314	Union Pacific|Norfolk Southern	Industrial	negative	regulation	ok
108181984	Dick's Sporting Goods|Foot Locker|FTC|DOJ|Sen. Elizabeth Warren	Consumer	negative	regulation	ok
108182264	Shopify	Technology	positive	earnings	ok
108181392	Disney	Consumer	positive	earnings	ok
108181722	McDonald's	Consumer	positive	markets	ok
108182033	Uber	Technology	positive	earnings	ok
108182135	European Union	Policy	neutral	macro	ok
108182225	India|Trump|CNBC|Russian oil	Energy	neutral	macro	ok
108182195	Switzerland|Trump administration	Policy	negative	regulation	ok
108182180	Tesla|Elon Musk	Technology	positive	products	ok
108182174	Donald Trump|EU	Policy	negative	macro	ok
108181949	Novo Nordisk|Karsten Munk Knudsen	Healthcare	neutral	markets	ok
108181640	Donald Trump	Policy	neutral	macro	ok
108182134	Donald Trump	Policy	neutral	other	ok
108182071	U.S.|India	Policy	neutral	macro	ok
108182087	Honda Motor	Consumer	negative	earnings	ok
108181515	England's cricket	Other	positive	other	ok
108181537	Trump|Al Sharaa government	Policy	negative	macro	ok
108175506		Consumer	neutral	other	ok
108181485	Reserve Bank of India|Trump	Policy	neutral	macro	ok
108181477		Policy	neutral	macro	ok
108182128	Trump	Policy	neutral	macro	ok
108182070		Policy	negative	markets	ok
108182088	Nvidia	Technology	negative	regulation	ok
108181635	Trump|CNBC|Squawk Box	Policy	neutral	regulation	ok
108182100	OpenAI	Technology	positive	markets	ok
108182274		Policy	neutral	regulation	ok
108181840	ESPN|WWE	Other	positive	markets	ok
108182083	Sean 'Diddy' Combs|Trump	Other	neutral	other	ok
108182061					failed
108182013	State Department|Malawi|Zambia	Policy	neutral	regulation	ok
108181992	Super Micro	Technology	negative	earnings	ok
108181942	AMD	Technology	negative	earnings	ok
108181842	Snap	Technology	negative	earnings	ok
108181913	Lucid	Consumer	negative	earnings	ok
