guid	entities	sector	sentiment	news_category	extraction_status
108241774					failed
108241882					failed
108241804	Amazon Web Services|Apple|Google Public Sector|Dell Technologies|Microsoft|Nvidia|OpenAI	Technology	positive	products	ok
108241909					failed
108241957					failed
108240704	FDA	Healthcare	negative	regulation	ok
108241593					failed
108241899					failed
108241903					failed
108241825	Rob Reiner|Nick Reiner|Donald Trump	Policy	negative	other	ok
108241572					failed
108241579					failed
108241973					failed
108241786					failed
108241727					failed
108241689					failed
108241997					failed
108239421					failed
108236771					failed
108241895					failed
108241480					failed
108241461					failed
108241663					failed
108241023	London Metals Exchange	Energy	positive	markets	ok
108241242					failed
108235900					failed
108236043					failed
108241591	ServiceNow|Armis	Technology	positive	M&A	ok
108238306					failed
108241686					failed
108241664					failed
108240986					failed
108240618					failed
108241601					failed
108240636					failed
108241007					failed
108241641					failed
108241598					failed
108240422					failed
108241645					failed
108238278	Nvidia	Technology	positive	markets	ok
108241542	Berkshire Hathaway	Finance	neutral	appointments	ok
108241554	Thailand|Cambodia|U.S. President Donald Trump	Policy	neutral	macro	ok
108241589					failed
108241560	Belarus|U.S.|Alexander Lukashenko|Donald Trump	Policy	neutral	other	ok
108241741					failed
108241469					failed
108241356					failed
108241167		Finance	positive	macro	ok
108241336	Donald Trump|Democrats|consumer advocacy groups	Policy	negative	regulation	ok
