guid	entities	sector	sentiment	news_category	extraction_status
108270267					failed
108270638					failed
108270522					failed
108269349		Consumer	positive	macro	ok
108270389					failed
108269939					failed
108270648					failed
108270495					failed
108270422					failed
108270459					failed
108267955					failed
108270137	Cerulli Associates	Finance	positive	macro	ok
108270078					failed
108270061					failed
108270599					failed
108270420					failed
108270445	Iran	Policy	neutral	macro	ok
108269874					failed
108270423					failed
108270370					failed
108270477					failed
108269869					failed
108270195					failed
108268524					failed
108269857					failed
108270338					failed
108270403					failed
108270287					failed
108270365					failed
108270090					failed
108270275	U.S.|Iran|Marco Rubio	Policy	negative	macro	ok
108269751	Engie	Energy	positive	markets	ok
108270306	Nvidia	Technology	positive	markets	ok
108270257					failed
108270318	World Economic Forum	Policy	negative	appointments	ok
108269216					failed
108270261					failed
108270233					failed
108270268					failed
108268905	Trump|Supreme Court	Policy	negative	regulation	ok
108270212					failed
108269810					failed
108108197	Meta|Instagram	Technology	negative	other	ok
108269481					failed
108270288	Engie|UK Power Networks	Energy	positive	M&A	ok
108270241					failed
108269971					failed
108270203	Nvidia|Pentagon|Anthropic	Technology	neutral	other	ok
108269386					failed
108270183					failed
108270042					failed
108270111					failed
108270064					failed
108270226					failed
108270192	Nikkei 225|Japan's central bank|Takaichi trade|Nvidia|Oracle	Other	positive	markets	ok
