guid	entities	sector	sentiment	news_category	extraction_status
108235896					failed
108231870					failed
108235910					failed
108235442					failed
108236104					failed
108235949					failed
108236053					failed
108235904					failed
108235840					failed
108235848					failed
108235647					failed
108234660					failed
108235899					failed
108229112					failed
108235709					failed
108236061					failed
108235370					failed
108236115					failed
108235847					failed
108236014					failed
108236059					failed
108232472					failed
108231282					failed
108235427					failed
108235755					failed
108235543					failed
108235116					failed
108234435					failed
108235497					failed
108235638					failed
108235816					failed
108233595					failed
108235670					failed
108235762					failed
108235738	Apple|IDC	Technology	positive	products	ok
108235685					failed
108235646					failed
108234992					failed
108234123					failed
108235590					failed
108235611					failed
108235682					failed
108235964					failed
108235511					failed
108235549					failed
108235317					failed
108235357					failed
108229321					failed
