guid	entities	sector	sentiment	news_category	extraction_status
108205981					failed
108206428					failed
108206477					failed
108205925					failed
108206613					failed
108206577					failed
108206557					failed
108206060					failed
108206422					failed
108202989					failed
108203486					failed
108206649					failed
108205940					failed
108206458					failed
108206335					failed
108206394					failed
108206252					failed
108206426					failed
108206348					failed
108206369					failed
108202380					failed
108206379					failed
108204285					failed
108205968					failed
108206145					failed
108205924					failed
108205637					failed
108205933					failed
108206225					failed
108206251					failed
108206219					failed
108205763					failed
108206215					failed
108206281					failed
108205314					failed
108206168					failed
108206178					failed
108206018					failed
108206136					failed
108205630					failed
108205492					failed
108205009					failed
108205838					failed
108205761					failed
108206111					failed
108205848	KKR|ADNOC	Energy	positive	M&A	ok
108206289					failed
108202727					failed
108205896					failed
