guid	entities	sector	sentiment	news_category	extraction_status
108181105		Other	negative	macro	ok
108181123	European Union|Donald Trump	Policy	neutral	macro	ok
108181150	Donald Trump|India|Russian oil	Policy	negative	macro	ok
108180857		Finance	positive	markets	ok
108181192	Morningstar|Artisan Partners	Finance	positive	appointments	ok
108181235	Firefly Aerospace	Technology	positive	markets	ok
108181206	Figma	Technology	negative	markets	ok
108181157	American Eagle|Sydney Sweeney|Donald Trump	Consumer	positive	markets	ok
108181202	Figma|Joby Aviation|CommScope|Wayfair	Technology	neutral	markets	ok
108181136	Amazon|Wondery	Technology	negative	other	ok
108170926	JFK Airport	Other	positive	products	ok
108177890		Consumer	positive	products	ok
108181160	United Airlines|Charles Schwab|NXP Semiconductors	Other	neutral	markets	ok
108181226	Tesla|Katie Stockton|Fairlead Strategies	Technology	neutral	markets	ok
108177183	Harvard|Carmen Reinhart	Policy	negative	macro	ok
108181093	Tesla|Musk	Technology	neutral	other	ok
108181161	Trump	Consumer	negative	macro	ok
108181034	Berkshire Hathaway|Kraft Heinz	Finance	negative	earnings	ok
108181047		Finance	negative	macro	ok
108181055	Goldman	Other	negative	macro	ok
108181111	OpenAI|ChatGPT|Dragoneer Investment Group|Andreessen Horowitz|Sequoia Capital	Technology	positive	products	ok
108181162	Berkshire Hathaway|C.H. Robinson|CVS Health	Healthcare	positive	markets	ok
108180859	Texas Democrats|Illinois|Texas Gov. Greg Abbott	Policy	neutral	regulation	ok
108181003	Federal Reserve|Bureau of Labor Statistics	Policy	neutral	appointments	ok
108180854	Harvey|OpenAI	Technology	positive	products	ok
108180991	Boeing	Industrial	negative	other	ok
108180892	India|Russian oil|U.S. President Donald Trump	Policy	neutral	macro	ok
108180521	Lorraine K. Lee	Other	neutral	other	ok
108180928	U.S.|Swiss	Policy	negative	regulation	ok
108177552	McKinsey	Other	positive	macro	ok
108180117	Shanghai	Technology	positive	products	ok
108180929	Baidu|Lyft|Uber	Technology	positive	products	ok
108180925	Coinbase	Finance	neutral	products	ok
108180669	Disney|Advanced Micro Devices	Technology	neutral	earnings	ok
108180870		Technology	negative	macro	ok
108178093	Florida|California|Babcock Ranch|CNBC	Energy	positive	markets	ok
108180910	Nvidia	Technology	neutral	products	ok
108180163	BYD|Li Auto|Nio	Consumer	negative	markets	ok
108180868	Singapore	Finance	positive	markets	ok
108180864		Energy	neutral	markets	ok
108180919		Other	neutral	macro	ok
108180841	cryptocurrency	Finance	negative	macro	ok
108180853	OPEC+	Energy	negative	markets	ok
108180856	Trump|Carney|Canadian official|Dominic LeBlanc	Policy	neutral	macro	ok
108167484	Ethereum	Technology	positive	products	ok
108180812	Figma|NYSE	Technology	positive	markets	ok
108181090	White House|BLS	Policy	negative	macro	ok
108180855		Other	negative	macro	ok
108180851	White House|Bureau of Labor Statistics	Policy	negative	macro	ok
108180833	Office of Special Counsel|Jack Smith|GOP Sen. Tom Cotton	Policy	neutral	regulation	ok
108180719	Trump|McEntarfer|Wyden|Kamala Harris	Policy	negative	macro	ok
108180714	Federal Reserve|Trump	Policy	neutral	appointments	ok
108180599		Finance	negative	markets	ok
