guid	entities	sector	sentiment	news_category	extraction_status
108234480					failed
108234215	Bitcoin|ether	Finance	negative	markets	ok
108233509					failed
108234566					failed
108234333					failed
108234479					failed
108234337					failed
108234528					failed
108234415					failed
108234360					failed
108230149					failed
108231744					failed
108234460					failed
108234100					failed
108224372					failed
108234532					failed
108234041					failed
108234394					failed
108234262					failed
108234545					failed
108232736					failed
108231129					failed
108234255					failed
108233318					failed
108232483					failed
108231915					failed
108234209					failed
108233496					failed
108231739					failed
108231910					failed
108233862					failed
108234451					failed
108234244					failed
108233354					failed
108234111					failed
108234216					failed
108234106					failed
108210505					failed
108234118					failed
108234201					failed
108233299					failed
108233976					failed
108231514	Coursera|CNBC	Technology	neutral	other	ok
108233794					failed
108233701					failed
108233969					failed
108233730	Hong Kong authorities	Other	negative	other	ok
108233970	Pope Leo|Lebanon|Israeli|Hezbollah|Naim Qassem	Policy	neutral	macro	ok
108233821					failed
108233942					failed
