guid	entities	sector	sentiment	news_category	extraction_status
108191823					failed
108192385					failed
108192369					failed
108192123					failed
108192424		Finance	negative	macro	ok
108192466	Trump administration	Policy	negative	regulation	ok
108192425	Alibaba	Technology	neutral	products	ok
108192395	Kamala Harris|Joe Biden	Policy	neutral	regulation	ok
108192485					failed
108192589	xAI|OpenAI|Elon Musk	Technology	negative	regulation	ok
108192090		Finance	negative	macro	ok
108189698					failed
108192569					failed
108192590	Wells Fargo	Finance	positive	markets	ok
108192374					failed
108192400					failed
108192205					failed
108192383					failed
108188117					failed
108192047					failed
106103508		Finance	neutral	products	ok
108192368	Affirm|Walmart|Klarna	Finance	positive	earnings	ok
108192439		Other	neutral	markets	ok
108192454		Finance	negative	macro	ok
108191659					failed
108192019					failed
108192218	South Korean ex-president|Yoon	Policy	negative	regulation	ok
108190607					failed
108191749					failed
108191877	Orsted	Energy	positive	markets	ok
108192251					failed
108191170					failed
108192284	Reliance Industries|Google|Meta	Technology	positive	products	ok
108187089					failed
108192228					failed
108192261					failed
108192269	Trump family|Eric Trump|Hong Kong	Finance	neutral	markets	ok
108192252					failed
108192274					failed
108192258	YouTube|Fox Corp|Fox News|Fox Sports	Technology	positive	products	ok
108191684					failed
108191847					failed
108192177	Tokyo	Other	neutral	macro	ok
108192249	S&P 500	Finance	positive	markets	ok
108192241					failed
108192219					failed
108192354					failed
108192175	Federal Bureau of Investigation	Policy	neutral	regulation	ok
108192072	Dell	Technology	negative	earnings	ok
108191997					failed
108191928	Pure Storage|Meta	Technology	positive	earnings	ok
108191234					failed
